INTERNAL_CODE	KEYWORD	LABEL	TERM_ID	KEYWORD_TYPE	SYNONYM_DAT	IS_A	IS_PART_OF	SEND_DOMAIN_CODE	SEND_DOMAIN_DESC
1887	dark eyes immediately after dose	CLINICAL_DOMAIN	ILO:0000165	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
1888	dark in the corner of the left eye	CLINICAL_DOMAIN	ILO:0000165	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
1889	dark spot	CLINICAL_DOMAIN	ILO:0000166	NAME	 	ILO:0000074	 	CL	CLINICAL_DOMAIN
1890	fundus: tap. lucidum, dark spot nasal the disc visible, right eye	CLINICAL_DOMAIN	ILO:0000166	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
1891	fundus: tap. lucidum, dark spot nasal the disc visible, left eye	CLINICAL_DOMAIN	ILO:0000166	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
1892	fundus: tap. lucidum, nasal the disc one dark spot visible, left eye	CLINICAL_DOMAIN	ILO:0000166	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
1893	fundus: tap. lucidum, nasal the disc one dark spot, right eye	CLINICAL_DOMAIN	ILO:0000166	SYNONYM	RELATED [VX]	ILO:0000074	 	CL	CLINICAL_DOMAIN
1894	dead	DEATH_DIAGNOSIS_DOMAIN	ILO:0000167	NAME	 	ILO:0000035	 	DD	DEATH_DIAGNOSIS_DOMAIN
1895	cause of death not determined	DEATH_DIAGNOSIS_DOMAIN	ILO:0000167	SYNONYM	RELATED [VX]	ILO:0000035	 	DD	DEATH_DIAGNOSIS_DOMAIN
1896	accidental death	DEATH_DIAGNOSIS_DOMAIN	ILO:0000167	SYNONYM	RELATED [VX]	ILO:0000035	 	DD	DEATH_DIAGNOSIS_DOMAIN
1897	spontaneous death	DEATH_DIAGNOSIS_DOMAIN	ILO:0000167	SYNONYM	RELATED [VX]	ILO:0000035	 	DD	DEATH_DIAGNOSIS_DOMAIN
1898	mortality, found dead	DEATH_DIAGNOSIS_DOMAIN	ILO:0000167	SYNONYM	RELATED [VX]	ILO:0000035	 	DD	DEATH_DIAGNOSIS_DOMAIN
1899	died within one minute	DEATH_DIAGNOSIS_DOMAIN	ILO:0000167	SYNONYM	RELATED [VX]	ILO:0000035	 	DD	DEATH_DIAGNOSIS_DOMAIN
1900	instant death	DEATH_DIAGNOSIS_DOMAIN	ILO:0000167	SYNONYM	RELATED [VX]	ILO:0000035	 	DD	DEATH_DIAGNOSIS_DOMAIN
1901	died immediately post dose	DEATH_DIAGNOSIS_DOMAIN	ILO:0000167	SYNONYM	RELATED [VX]	ILO:0000035	 	DD	DEATH_DIAGNOSIS_DOMAIN
1902	mortality; removed from study	DEATH_DIAGNOSIS_DOMAIN	ILO:0000167	SYNONYM	RELATED [VX]	ILO:0000035	 	DD	DEATH_DIAGNOSIS_DOMAIN
1903	died immediately post-dose	DEATH_DIAGNOSIS_DOMAIN	ILO:0000167	SYNONYM	RELATED [VX]	ILO:0000035	 	DD	DEATH_DIAGNOSIS_DOMAIN
1904	mortality; terminal sacrifice	DEATH_DIAGNOSIS_DOMAIN	ILO:0000167	SYNONYM	RELATED [VX]	ILO:0000035	 	DD	DEATH_DIAGNOSIS_DOMAIN
1905	died immediately after dosing	DEATH_DIAGNOSIS_DOMAIN	ILO:0000167	SYNONYM	RELATED [VX]	ILO:0000035	 	DD	DEATH_DIAGNOSIS_DOMAIN
1906	mortality	DEATH_DIAGNOSIS_DOMAIN	ILO:0000167	SYNONYM	RELATED [VX]	ILO:0000035	 	DD	DEATH_DIAGNOSIS_DOMAIN
1907	died - immediately post dose	DEATH_DIAGNOSIS_DOMAIN	ILO:0000167	SYNONYM	RELATED [VX]	ILO:0000035	 	DD	DEATH_DIAGNOSIS_DOMAIN
1908	mortality; found dead	DEATH_DIAGNOSIS_DOMAIN	ILO:0000167	SYNONYM	RELATED [VX]	ILO:0000035	 	DD	DEATH_DIAGNOSIS_DOMAIN
1909	died during observation, 1.25hrs after start of infusion	DEATH_DIAGNOSIS_DOMAIN	ILO:0000167	SYNONYM	RELATED [VX]	ILO:0000035	 	DD	DEATH_DIAGNOSIS_DOMAIN
1910	died (from 25 min. to 3 h. after dosing)	DEATH_DIAGNOSIS_DOMAIN	ILO:0000167	SYNONYM	RELATED [VX]	ILO:0000035	 	DD	DEATH_DIAGNOSIS_DOMAIN
1911	died during/after blood collection	DEATH_DIAGNOSIS_DOMAIN	ILO:0000167	SYNONYM	RELATED [VX]	ILO:0000035	 	DD	DEATH_DIAGNOSIS_DOMAIN
1912	died during dosing	DEATH_DIAGNOSIS_DOMAIN	ILO:0000167	SYNONYM	RELATED [VX]	ILO:0000035	 	DD	DEATH_DIAGNOSIS_DOMAIN
1913	tod	DEATH_DIAGNOSIS_DOMAIN	ILO:0000167	SYNONYM	RELATED [VX]	ILO:0000035	 	DD	DEATH_DIAGNOSIS_DOMAIN
1914	died within 3 min. in clonic convulsions	DEATH_DIAGNOSIS_DOMAIN	ILO:0000167	SYNONYM	RELATED [VX]	ILO:0000035	 	DD	DEATH_DIAGNOSIS_DOMAIN
1915	died within 3 minutes of dosing	DEATH_DIAGNOSIS_DOMAIN	ILO:0000167	SYNONYM	RELATED [VX]	ILO:0000035	 	DD	DEATH_DIAGNOSIS_DOMAIN
1916	died within 24 hours after dosing	DEATH_DIAGNOSIS_DOMAIN	ILO:0000167	SYNONYM	RELATED [VX]	ILO:0000035	 	DD	DEATH_DIAGNOSIS_DOMAIN
1917	died within 30 min.	DEATH_DIAGNOSIS_DOMAIN	ILO:0000167	SYNONYM	RELATED [VX]	ILO:0000035	 	DD	DEATH_DIAGNOSIS_DOMAIN
1918	died within 24 h. of dosing	DEATH_DIAGNOSIS_DOMAIN	ILO:0000167	SYNONYM	RELATED [VX]	ILO:0000035	 	DD	DEATH_DIAGNOSIS_DOMAIN
1919	found dead	DEATH_DIAGNOSIS_DOMAIN	ILO:0000167	SYNONYM	RELATED [VX]	ILO:0000035	 	DD	DEATH_DIAGNOSIS_DOMAIN
1920	died within 24 hours	DEATH_DIAGNOSIS_DOMAIN	ILO:0000167	SYNONYM	RELATED [VX]	ILO:0000035	 	DD	DEATH_DIAGNOSIS_DOMAIN
1921	died in restrainer during bleeding procedure	DEATH_DIAGNOSIS_DOMAIN	ILO:0000167	SYNONYM	RELATED [VX]	ILO:0000035	 	DD	DEATH_DIAGNOSIS_DOMAIN
1922	died shortly after dosing	DEATH_DIAGNOSIS_DOMAIN	ILO:0000167	SYNONYM	RELATED [VX]	ILO:0000035	 	DD	DEATH_DIAGNOSIS_DOMAIN
1923	animal died	DEATH_DIAGNOSIS_DOMAIN	ILO:0000167	SYNONYM	RELATED [VX]	ILO:0000035	 	DD	DEATH_DIAGNOSIS_DOMAIN
1924	dead within 24 h.	DEATH_DIAGNOSIS_DOMAIN	ILO:0000167	SYNONYM	RELATED [VX]	ILO:0000035	 	DD	DEATH_DIAGNOSIS_DOMAIN
1925	dead 3 h. after dose	DEATH_DIAGNOSIS_DOMAIN	ILO:0000167	SYNONYM	RELATED [VX]	ILO:0000035	 	DD	DEATH_DIAGNOSIS_DOMAIN
1926	dead 24h. after dose	DEATH_DIAGNOSIS_DOMAIN	ILO:0000167	SYNONYM	RELATED [VX]	ILO:0000035	 	DD	DEATH_DIAGNOSIS_DOMAIN
1927	death about 4 hours postdose	DEATH_DIAGNOSIS_DOMAIN	ILO:0000167	SYNONYM	RELATED [VX]	ILO:0000035	 	DD	DEATH_DIAGNOSIS_DOMAIN
1928	death	DEATH_DIAGNOSIS_DOMAIN	ILO:0000167	SYNONYM	RELATED [VX]	ILO:0000035	 	DD	DEATH_DIAGNOSIS_DOMAIN
1929	died 2 min after dose	DEATH_DIAGNOSIS_DOMAIN	ILO:0000167	SYNONYM	RELATED [VX]	ILO:0000035	 	DD	DEATH_DIAGNOSIS_DOMAIN
1930	found dead 24h. after dosing	DEATH_DIAGNOSIS_DOMAIN	ILO:0000167	SYNONYM	RELATED [VX]	ILO:0000035	 	DD	DEATH_DIAGNOSIS_DOMAIN
1931	died	DEATH_DIAGNOSIS_DOMAIN	ILO:0000167	SYNONYM	RELATED [VX]	ILO:0000035	 	DD	DEATH_DIAGNOSIS_DOMAIN
1932	found dead 45 min after dosing	DEATH_DIAGNOSIS_DOMAIN	ILO:0000167	SYNONYM	RELATED [VX]	ILO:0000035	 	DD	DEATH_DIAGNOSIS_DOMAIN
1933	dead within 90 min	DEATH_DIAGNOSIS_DOMAIN	ILO:0000167	SYNONYM	RELATED [VX]	ILO:0000035	 	DD	DEATH_DIAGNOSIS_DOMAIN
1934	died after dosing	DEATH_DIAGNOSIS_DOMAIN	ILO:0000167	SYNONYM	RELATED [VX]	ILO:0000035	 	DD	DEATH_DIAGNOSIS_DOMAIN
1935	found dead cannibalised	DEATH_DIAGNOSIS_DOMAIN	ILO:0000167	SYNONYM	RELATED [VX]	ILO:0000035	 	DD	DEATH_DIAGNOSIS_DOMAIN
1936	died 75 min after dose	DEATH_DIAGNOSIS_DOMAIN	ILO:0000167	SYNONYM	RELATED [VX]	ILO:0000035	 	DD	DEATH_DIAGNOSIS_DOMAIN
1937	found dead (cannibalised)	DEATH_DIAGNOSIS_DOMAIN	ILO:0000167	SYNONYM	RELATED [VX]	ILO:0000035	 	DD	DEATH_DIAGNOSIS_DOMAIN
1938	died due to misgavaging	DEATH_DIAGNOSIS_DOMAIN	ILO:0000167	SYNONYM	RELATED [VX]	ILO:0000035	 	DD	DEATH_DIAGNOSIS_DOMAIN
1939	found dead & cannibalized	DEATH_DIAGNOSIS_DOMAIN	ILO:0000167	SYNONYM	RELATED [VX]	ILO:0000035	 	DD	DEATH_DIAGNOSIS_DOMAIN
1940	died before we had given the pentothal iv	DEATH_DIAGNOSIS_DOMAIN	ILO:0000167	SYNONYM	RELATED [VX]	ILO:0000035	 	DD	DEATH_DIAGNOSIS_DOMAIN
1941	found dead: cannibalized	DEATH_DIAGNOSIS_DOMAIN	ILO:0000167	SYNONYM	RELATED [VX]	ILO:0000035	 	DD	DEATH_DIAGNOSIS_DOMAIN
1942	death due to dosing injury	DEATH_DIAGNOSIS_DOMAIN	ILO:0000167	SYNONYM	RELATED [VX]	ILO:0000035	 	DD	DEATH_DIAGNOSIS_DOMAIN
1943	death or moribund sacrifice	DEATH_DIAGNOSIS_DOMAIN	ILO:0000167	SYNONYM	RELATED [VX]	ILO:0000035	 	DD	DEATH_DIAGNOSIS_DOMAIN
1944	deaths	DEATH_DIAGNOSIS_DOMAIN	ILO:0000167	SYNONYM	RELATED [VX]	ILO:0000035	 	DD	DEATH_DIAGNOSIS_DOMAIN
1945	unscheduled death - kill ext	DEATH_DIAGNOSIS_DOMAIN	ILO:0000167	SYNONYM	RELATED [VX]	ILO:0000035	 	DD	DEATH_DIAGNOSIS_DOMAIN
1946	death or moribund condition	DEATH_DIAGNOSIS_DOMAIN	ILO:0000167	SYNONYM	RELATED [VX]	ILO:0000035	 	DD	DEATH_DIAGNOSIS_DOMAIN
1947	found dead (pup/s)	DEATH_DIAGNOSIS_DOMAIN	ILO:0000167	SYNONYM	RELATED [VX]	ILO:0000035	 	DD	DEATH_DIAGNOSIS_DOMAIN
1948	found dead/died during dosing	DEATH_DIAGNOSIS_DOMAIN	ILO:0000167	SYNONYM	RELATED [VX]	ILO:0000035	 	DD	DEATH_DIAGNOSIS_DOMAIN
1949	unscheduled death -kill ext	DEATH_DIAGNOSIS_DOMAIN	ILO:0000167	SYNONYM	RELATED [VX]	ILO:0000035	 	DD	DEATH_DIAGNOSIS_DOMAIN
1950	dead; found dead	DEATH_DIAGNOSIS_DOMAIN	ILO:0000167	SYNONYM	RELATED [VX]	ILO:0000035	 	DD	DEATH_DIAGNOSIS_DOMAIN
1951	found dead.clear fluid and grey material in thoracic cavity	DEATH_DIAGNOSIS_DOMAIN	ILO:0000167	SYNONYM	RELATED [VX]	ILO:0000035	 	DD	DEATH_DIAGNOSIS_DOMAIN
1952	animals found dead	DEATH_DIAGNOSIS_DOMAIN	ILO:0000167	SYNONYM	RELATED [VX]	ILO:0000035	 	DD	DEATH_DIAGNOSIS_DOMAIN
1953	unscheduled death - found dead	DEATH_DIAGNOSIS_DOMAIN	ILO:0000167	SYNONYM	RELATED [VX]	ILO:0000035	 	DD	DEATH_DIAGNOSIS_DOMAIN
1954	animal found dead 9 hours after drug administration	DEATH_DIAGNOSIS_DOMAIN	ILO:0000167	SYNONYM	RELATED [VX]	ILO:0000035	 	DD	DEATH_DIAGNOSIS_DOMAIN
1955	animal found dead	DEATH_DIAGNOSIS_DOMAIN	ILO:0000167	SYNONYM	RELATED [VX]	ILO:0000035	 	DD	DEATH_DIAGNOSIS_DOMAIN
1956	animal dying within minutes after gavaging	DEATH_DIAGNOSIS_DOMAIN	ILO:0000167	SYNONYM	RELATED [VX]	ILO:0000035	 	DD	DEATH_DIAGNOSIS_DOMAIN
1957	dead/moribund	CLINICAL_DOMAIN	ILO:0000168	NAME	 	ILO:0000035	 	CL	CLINICAL_DOMAIN
1958	death/moribund condition	CLINICAL_DOMAIN	ILO:0000168	SYNONYM	RELATED [VX]	ILO:0000035	 	CL	CLINICAL_DOMAIN
1959	death/moribund	CLINICAL_DOMAIN	ILO:0000168	SYNONYM	RELATED [VX]	ILO:0000035	 	CL	CLINICAL_DOMAIN
1960	decreased food intake	FOOD_WATER_CONSUMPTION_DOMAIN	ILO:0000169	NAME	 	ILO:0000002	 	FW	FOOD_WATER_CONSUMPTION_DOMAIN
1961	slight decrease in appetite	FOOD_WATER_CONSUMPTION_DOMAIN	ILO:0000169	SYNONYM	RELATED [VX]	ILO:0000002	 	FW	FOOD_WATER_CONSUMPTION_DOMAIN
1962	slight decrease in food consumption	FOOD_WATER_CONSUMPTION_DOMAIN	ILO:0000169	SYNONYM	RELATED [VX]	ILO:0000002	 	FW	FOOD_WATER_CONSUMPTION_DOMAIN
1963	slight decrease in food intake	FOOD_WATER_CONSUMPTION_DOMAIN	ILO:0000169	SYNONYM	RELATED [VX]	ILO:0000002	 	FW	FOOD_WATER_CONSUMPTION_DOMAIN
1964	refusal to eat	FOOD_WATER_CONSUMPTION_DOMAIN	ILO:0000169	SYNONYM	RELATED [VX]	ILO:0000002	 	FW	FOOD_WATER_CONSUMPTION_DOMAIN
1965	not eating	FOOD_WATER_CONSUMPTION_DOMAIN	ILO:0000169	SYNONYM	RELATED [VX]	ILO:0000002	 	FW	FOOD_WATER_CONSUMPTION_DOMAIN
1966	moderate inappetence	FOOD_WATER_CONSUMPTION_DOMAIN	ILO:0000169	SYNONYM	RELATED [VX]	ILO:0000002	 	FW	FOOD_WATER_CONSUMPTION_DOMAIN
1967	no food eaten	FOOD_WATER_CONSUMPTION_DOMAIN	ILO:0000169	SYNONYM	RELATED [VX]	ILO:0000002	 	FW	FOOD_WATER_CONSUMPTION_DOMAIN
1968	low food intake	FOOD_WATER_CONSUMPTION_DOMAIN	ILO:0000169	SYNONYM	RELATED [VX]	ILO:0000002	 	FW	FOOD_WATER_CONSUMPTION_DOMAIN
1969	occasional poor appetite for one or two days during the week	FOOD_WATER_CONSUMPTION_DOMAIN	ILO:0000169	SYNONYM	RELATED [VX]	ILO:0000002	 	FW	FOOD_WATER_CONSUMPTION_DOMAIN
1970	diet uneaten	FOOD_WATER_CONSUMPTION_DOMAIN	ILO:0000169	SYNONYM	RELATED [VX]	ILO:0000002	 	FW	FOOD_WATER_CONSUMPTION_DOMAIN
1971	moderately inappetent	FOOD_WATER_CONSUMPTION_DOMAIN	ILO:0000169	SYNONYM	RELATED [VX]	ILO:0000002	 	FW	FOOD_WATER_CONSUMPTION_DOMAIN
1972	complete anorexia	FOOD_WATER_CONSUMPTION_DOMAIN	ILO:0000169	SYNONYM	RELATED [VX]	ILO:0000002	 	FW	FOOD_WATER_CONSUMPTION_DOMAIN
1973	loss of appetite	FOOD_WATER_CONSUMPTION_DOMAIN	ILO:0000169	SYNONYM	RELATED [VX]	ILO:0000002	 	FW	FOOD_WATER_CONSUMPTION_DOMAIN
1974	decreased food consumption	FOOD_WATER_CONSUMPTION_DOMAIN	ILO:0000169	SYNONYM	RELATED [VX]	ILO:0000002	 	FW	FOOD_WATER_CONSUMPTION_DOMAIN
1975	appetite, reduced	FOOD_WATER_CONSUMPTION_DOMAIN	ILO:0000169	SYNONYM	RELATED [VX]	ILO:0000002	 	FW	FOOD_WATER_CONSUMPTION_DOMAIN
1976	anorexia	FOOD_WATER_CONSUMPTION_DOMAIN	ILO:0000169	SYNONYM	RELATED [VX]	ILO:0000002	 	FW	FOOD_WATER_CONSUMPTION_DOMAIN
1977	reduction in feed intake	FOOD_WATER_CONSUMPTION_DOMAIN	ILO:0000169	SYNONYM	RELATED [VX]	ILO:0000002	 	FW	FOOD_WATER_CONSUMPTION_DOMAIN
1978	reduced feed intake	FOOD_WATER_CONSUMPTION_DOMAIN	ILO:0000169	SYNONYM	RELATED [VX]	ILO:0000002	 	FW	FOOD_WATER_CONSUMPTION_DOMAIN
1979	reduced food consumptionreduced food consumption	FOOD_WATER_CONSUMPTION_DOMAIN	ILO:0000169	SYNONYM	RELATED [VX]	ILO:0000002	 	FW	FOOD_WATER_CONSUMPTION_DOMAIN
1980	slightly decreased appetite	FOOD_WATER_CONSUMPTION_DOMAIN	ILO:0000169	SYNONYM	RELATED [VX]	ILO:0000002	 	FW	FOOD_WATER_CONSUMPTION_DOMAIN
1981	reduced food consumption	FOOD_WATER_CONSUMPTION_DOMAIN	ILO:0000169	SYNONYM	RELATED [VX]	ILO:0000002	 	FW	FOOD_WATER_CONSUMPTION_DOMAIN
1982	reduced appetite	FOOD_WATER_CONSUMPTION_DOMAIN	ILO:0000169	SYNONYM	RELATED [VX]	ILO:0000002	 	FW	FOOD_WATER_CONSUMPTION_DOMAIN
1983	reduced eating	FOOD_WATER_CONSUMPTION_DOMAIN	ILO:0000169	SYNONYM	RELATED [VX]	ILO:0000002	 	FW	FOOD_WATER_CONSUMPTION_DOMAIN
1984	poor food intake	FOOD_WATER_CONSUMPTION_DOMAIN	ILO:0000169	SYNONYM	RELATED [VX]	ILO:0000002	 	FW	FOOD_WATER_CONSUMPTION_DOMAIN
1985	occasionally decrease in appetite	FOOD_WATER_CONSUMPTION_DOMAIN	ILO:0000169	SYNONYM	RELATED [VX]	ILO:0000002	 	FW	FOOD_WATER_CONSUMPTION_DOMAIN
1986	food refusal	FOOD_WATER_CONSUMPTION_DOMAIN	ILO:0000169	SYNONYM	RELATED [VX]	ILO:0000002	 	FW	FOOD_WATER_CONSUMPTION_DOMAIN
1987	slightly inhibited food intake	FOOD_WATER_CONSUMPTION_DOMAIN	ILO:0000169	SYNONYM	RELATED [VX]	ILO:0000002	 	FW	FOOD_WATER_CONSUMPTION_DOMAIN
1988	slightly inhibited feed intake	FOOD_WATER_CONSUMPTION_DOMAIN	ILO:0000169	SYNONYM	RELATED [VX]	ILO:0000002	 	FW	FOOD_WATER_CONSUMPTION_DOMAIN
1989	poor appetite	FOOD_WATER_CONSUMPTION_DOMAIN	ILO:0000169	SYNONYM	RELATED [VX]	ILO:0000002	 	FW	FOOD_WATER_CONSUMPTION_DOMAIN
1990	total anorexia	FOOD_WATER_CONSUMPTION_DOMAIN	ILO:0000169	SYNONYM	RELATED [VX]	ILO:0000002	 	FW	FOOD_WATER_CONSUMPTION_DOMAIN
1991	decrease food consumption	FOOD_WATER_CONSUMPTION_DOMAIN	ILO:0000169	SYNONYM	RELATED [VX]	ILO:0000002	 	FW	FOOD_WATER_CONSUMPTION_DOMAIN
1992	decreased appetite	FOOD_WATER_CONSUMPTION_DOMAIN	ILO:0000169	SYNONYM	RELATED [VX]	ILO:0000002	 	FW	FOOD_WATER_CONSUMPTION_DOMAIN
1993	inappetence	FOOD_WATER_CONSUMPTION_DOMAIN	ILO:0000169	SYNONYM	RELATED [VX]	ILO:0000002	 	FW	FOOD_WATER_CONSUMPTION_DOMAIN
1994	anorexia (partial or complex)	FOOD_WATER_CONSUMPTION_DOMAIN	ILO:0000169	SYNONYM	RELATED [VX]	ILO:0000002	 	FW	FOOD_WATER_CONSUMPTION_DOMAIN
1995	inappetentia	FOOD_WATER_CONSUMPTION_DOMAIN	ILO:0000169	SYNONYM	RELATED [VX]	ILO:0000002	 	FW	FOOD_WATER_CONSUMPTION_DOMAIN
1996	inappetance	FOOD_WATER_CONSUMPTION_DOMAIN	ILO:0000169	SYNONYM	RELATED [VX]	ILO:0000002	 	FW	FOOD_WATER_CONSUMPTION_DOMAIN
1997	anorexia (partial)	FOOD_WATER_CONSUMPTION_DOMAIN	ILO:0000169	SYNONYM	RELATED [VX]	ILO:0000002	 	FW	FOOD_WATER_CONSUMPTION_DOMAIN
1998	food intake decreased	FOOD_WATER_CONSUMPTION_DOMAIN	ILO:0000169	SYNONYM	RELATED [VX]	ILO:0000002	 	FW	FOOD_WATER_CONSUMPTION_DOMAIN
1999	food intake tended to be slightly increased.	FOOD_WATER_CONSUMPTION_DOMAIN	ILO:0000169	SYNONYM	RELATED [VX]	ILO:0000002	 	FW	FOOD_WATER_CONSUMPTION_DOMAIN
2000	decrease in food consumption	FOOD_WATER_CONSUMPTION_DOMAIN	ILO:0000169	SYNONYM	RELATED [VX]	ILO:0000002	 	FW	FOOD_WATER_CONSUMPTION_DOMAIN
2001	decrease in food intake	FOOD_WATER_CONSUMPTION_DOMAIN	ILO:0000169	SYNONYM	RELATED [VX]	ILO:0000002	 	FW	FOOD_WATER_CONSUMPTION_DOMAIN
2002	mild to moderate anorexia	FOOD_WATER_CONSUMPTION_DOMAIN	ILO:0000169	SYNONYM	RELATED [VX]	ILO:0000002	 	FW	FOOD_WATER_CONSUMPTION_DOMAIN
2003	transient anorexia	FOOD_WATER_CONSUMPTION_DOMAIN	ILO:0000169	SYNONYM	RELATED [VX]	ILO:0000002	 	FW	FOOD_WATER_CONSUMPTION_DOMAIN
2004	decrease in mean food consumption	FOOD_WATER_CONSUMPTION_DOMAIN	ILO:0000169	SYNONYM	RELATED [VX]	ILO:0000002	 	FW	FOOD_WATER_CONSUMPTION_DOMAIN
2005	decrease in appetite	FOOD_WATER_CONSUMPTION_DOMAIN	ILO:0000169	SYNONYM	RELATED [VX]	ILO:0000002	 	FW	FOOD_WATER_CONSUMPTION_DOMAIN
2006	decreased gregariousness	BEHAVIORAL_DOMAIN	ILO:0000170	NAME	 	ILO:0000009	 	BH	BEHAVIORAL_DOMAIN
2007	decreased scrotum size	CLINICAL_DOMAIN	ILO:0000171	NAME	 	ILO:0000004	 	CL	CLINICAL_DOMAIN
2008	decreased sleep	BEHAVIORAL_DOMAIN	ILO:0000172	NAME	 	ILO:0000009	 	BH	BEHAVIORAL_DOMAIN
2009	decreasing to sleep	BEHAVIORAL_DOMAIN	ILO:0000172	SYNONYM	RELATED [VX]	ILO:0000009	 	BH	BEHAVIORAL_DOMAIN
2010	decreased water intake	FOOD_WATER_CONSUMPTION_DOMAIN	ILO:0000173	NAME	 	ILO:0000038	 	FW	FOOD_WATER_CONSUMPTION_DOMAIN
2011	reduced water consumption	FOOD_WATER_CONSUMPTION_DOMAIN	ILO:0000173	SYNONYM	RELATED [VX]	ILO:0000038	 	FW	FOOD_WATER_CONSUMPTION_DOMAIN
2012	water consumption quantity altered decreased	FOOD_WATER_CONSUMPTION_DOMAIN	ILO:0000173	SYNONYM	RELATED [VX]	ILO:0000038	 	FW	FOOD_WATER_CONSUMPTION_DOMAIN
2013	decreased water consumption	FOOD_WATER_CONSUMPTION_DOMAIN	ILO:0000173	SYNONYM	RELATED [VX]	ILO:0000038	 	FW	FOOD_WATER_CONSUMPTION_DOMAIN
2014	decrease in water consumption	FOOD_WATER_CONSUMPTION_DOMAIN	ILO:0000173	SYNONYM	RELATED [VX]	ILO:0000038	 	FW	FOOD_WATER_CONSUMPTION_DOMAIN
2015	no water after dosing	FOOD_WATER_CONSUMPTION_DOMAIN	ILO:0000173	SYNONYM	RELATED [VX]	ILO:0000038	 	FW	FOOD_WATER_CONSUMPTION_DOMAIN
2016	defecation	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000174	NAME	 	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2017	defecation within a few hours of treatment	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000174	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2018	defaecation	FETAL_PATOLOGY_FINDINGS_DOMAIN	ILO:0000174	SYNONYM	RELATED [VX]	ILO:0000012	 	FX	FETAL_PATOLOGY_FINDINGS_DOMAIN
2019	defensive movements	BEHAVIORAL_DOMAIN	ILO:0000175	NAME	 	ILO:0000009	 	BH	BEHAVIORAL_DOMAIN
2020	deformed ear	CLINICAL_DOMAIN	ILO:0000176	NAME	 	ILO:0000066	 	CL	CLINICAL_DOMAIN
2021	ear(s) encrusted	CLINICAL_DOMAIN	ILO:0000176	SYNONYM	RELATED [VX]	ILO:0000066	 	CL	CLINICAL_DOMAIN
2022	ears misshape	CLINICAL_DOMAIN	ILO:0000176	SYNONYM	RELATED [VX]	ILO:0000066	 	CL	CLINICAL_DOMAIN
2023	deformed ear(s)	CLINICAL_DOMAIN	ILO:0000176	SYNONYM	RELATED [VX]	ILO:0000066	 	CL	CLINICAL_DOMAIN
2024	ear(s) - misshapen	CLINICAL_DOMAIN	ILO:0000176	SYNONYM	RELATED [VX]	ILO:0000066	 	CL	CLINICAL_DOMAIN
2025	deformed - ear(s)	CLINICAL_DOMAIN	ILO:0000176	SYNONYM	RELATED [VX]	ILO:0000066	 	CL	CLINICAL_DOMAIN
2026	ear(s) - misshapen, left ear	CLINICAL_DOMAIN	ILO:0000176	SYNONYM	RELATED [VX]	ILO:0000066	 	CL	CLINICAL_DOMAIN
2027	ear(s) - misshapen (right ear)	CLINICAL_DOMAIN	ILO:0000176	SYNONYM	RELATED [VX]	ILO:0000066	 	CL	CLINICAL_DOMAIN
2028	right ear misshapen	CLINICAL_DOMAIN	ILO:0000176	SYNONYM	RELATED [VX]	ILO:0000066	 	CL	CLINICAL_DOMAIN
2029	ear(s) misshapen, right ear	CLINICAL_DOMAIN	ILO:0000176	SYNONYM	RELATED [VX]	ILO:0000066	 	CL	CLINICAL_DOMAIN
2030	ear(s) - misshapen right ear	CLINICAL_DOMAIN	ILO:0000176	SYNONYM	RELATED [VX]	ILO:0000066	 	CL	CLINICAL_DOMAIN
2031	ear - misshapen (left ear)	CLINICAL_DOMAIN	ILO:0000176	SYNONYM	RELATED [VX]	ILO:0000066	 	CL	CLINICAL_DOMAIN
2032	ear misshapen - right ear	CLINICAL_DOMAIN	ILO:0000176	SYNONYM	RELATED [VX]	ILO:0000066	 	CL	CLINICAL_DOMAIN
2033	ear - misshapen (right ear)	CLINICAL_DOMAIN	ILO:0000176	SYNONYM	RELATED [VX]	ILO:0000066	 	CL	CLINICAL_DOMAIN
2034	ear changes	CLINICAL_DOMAIN	ILO:0000176	SYNONYM	RELATED [VX]	ILO:0000066	 	CL	CLINICAL_DOMAIN
2035	deformed head	CLINICAL_DOMAIN	ILO:0000177	NAME	 	ILO:0000004	 	CL	CLINICAL_DOMAIN
2036	deformed tail	IN_LIFE_OBSERVATION	ILO:0000178	NAME	 	ILO:0000045	 	 	 
2037	tail deformed	IN_LIFE_OBSERVATION	ILO:0000178	SYNONYM	RELATED [VX]	ILO:0000045	 	 	 
2038	deformed- tail	IN_LIFE_OBSERVATION	ILO:0000178	SYNONYM	RELATED [VX]	ILO:0000045	 	 	 
