INTERNAL_CODE	KEYWORD	LABEL	SUB_LABEL	OID	EXT_CODE_ID	KEYWORD_TYPE
1887	IRAQ	COUNTRY_IRQ_COUNTRY	IRQ	COUNTRY	C16756	SYNONYM
1888	Iraq	COUNTRY_IRQ_COUNTRY	IRQ	COUNTRY	C16756	PRIMARY
1889	ICELAND	COUNTRY_ISL_COUNTRY	ISL	COUNTRY	C16704	SYNONYM
1890	Iceland	COUNTRY_ISL_COUNTRY	ISL	COUNTRY	C16704	PRIMARY
1891	ISRAEL	COUNTRY_ISR_COUNTRY	ISR	COUNTRY	C16760	SYNONYM
1892	Israel	COUNTRY_ISR_COUNTRY	ISR	COUNTRY	C16760	PRIMARY
1893	ITALY	COUNTRY_ITA_COUNTRY	ITA	COUNTRY	C16761	SYNONYM
1894	Italy	COUNTRY_ITA_COUNTRY	ITA	COUNTRY	C16761	PRIMARY
1895	JAMAICA	COUNTRY_JAM_COUNTRY	JAM	COUNTRY	C16763	SYNONYM
1896	Jamaica	COUNTRY_JAM_COUNTRY	JAM	COUNTRY	C16763	PRIMARY
1897	JERSEY	COUNTRY_JEY_COUNTRY	JEY	COUNTRY	C64374	SYNONYM
1898	Jersey	COUNTRY_JEY_COUNTRY	JEY	COUNTRY	C64374	PRIMARY
1899	JORDAN	COUNTRY_JOR_COUNTRY	JOR	COUNTRY	C16765	SYNONYM
1900	Jordan	COUNTRY_JOR_COUNTRY	JOR	COUNTRY	C16765	PRIMARY
1901	JAPAN	COUNTRY_JPN_COUNTRY	JPN	COUNTRY	C16764	SYNONYM
1902	Japan	COUNTRY_JPN_COUNTRY	JPN	COUNTRY	C16764	PRIMARY
1903	KAZAKHSTAN	COUNTRY_KAZ_COUNTRY	KAZ	COUNTRY	C20107	SYNONYM
1904	Kazakhstan	COUNTRY_KAZ_COUNTRY	KAZ	COUNTRY	C20107	PRIMARY
1905	KENYA	COUNTRY_KEN_COUNTRY	KEN	COUNTRY	C16769	SYNONYM
1906	Kenya	COUNTRY_KEN_COUNTRY	KEN	COUNTRY	C16769	PRIMARY
1907	KYRGYZSTAN	COUNTRY_KGZ_COUNTRY	KGZ	COUNTRY	C16771	SYNONYM
1908	Kyrgyzstan	COUNTRY_KGZ_COUNTRY	KGZ	COUNTRY	C16771	PRIMARY
1909	CAMBODIA	COUNTRY_KHM_COUNTRY	KHM	COUNTRY	C16378	SYNONYM
1910	Cambodia	COUNTRY_KHM_COUNTRY	KHM	COUNTRY	C16378	PRIMARY
1911	KIRIBATI	COUNTRY_KIR_COUNTRY	KIR	COUNTRY	C16639	SYNONYM
1912	Kiribati	COUNTRY_KIR_COUNTRY	KIR	COUNTRY	C16639	PRIMARY
1913	SAINT KITTS AND NEVIS	COUNTRY_KNA_COUNTRY	KNA	COUNTRY	C17885	SYNONYM
1914	Saint Kitts and Nevis	COUNTRY_KNA_COUNTRY	KNA	COUNTRY	C17885	PRIMARY
1915	KOREA, REPUBLIC OF	COUNTRY_KOR_COUNTRY	KOR	COUNTRY	C16774	SYNONYM
1916	SOUTH KOREA	COUNTRY_KOR_COUNTRY	KOR	COUNTRY	C16774	SYNONYM
1917	Korea, Republic of	COUNTRY_KOR_COUNTRY	KOR	COUNTRY	C16774	PRIMARY
1918	KUWAIT	COUNTRY_KWT_COUNTRY	KWT	COUNTRY	C16775	SYNONYM
1919	Kuwait	COUNTRY_KWT_COUNTRY	KWT	COUNTRY	C16775	PRIMARY
1920	LAO PEOPLE'S DEMOCRATIC REPUBLIC	COUNTRY_LAO_COUNTRY	LAO	COUNTRY	C16780	SYNONYM
1921	Lao People's Democratic Republic	COUNTRY_LAO_COUNTRY	LAO	COUNTRY	C16780	PRIMARY
1922	LEBANON	COUNTRY_LBN_COUNTRY	LBN	COUNTRY	C16784	SYNONYM
1923	Lebanon	COUNTRY_LBN_COUNTRY	LBN	COUNTRY	C16784	PRIMARY
1924	LIBERIA	COUNTRY_LBR_COUNTRY	LBR	COUNTRY	C16791	SYNONYM
1925	Liberia	COUNTRY_LBR_COUNTRY	LBR	COUNTRY	C16791	PRIMARY
1926	LIBYA	COUNTRY_LBY_COUNTRY	LBY	COUNTRY	C16793	SYNONYM
1927	Libya	COUNTRY_LBY_COUNTRY	LBY	COUNTRY	C16793	PRIMARY
1928	SAINT LUCIA	COUNTRY_LCA_COUNTRY	LCA	COUNTRY	C17113	SYNONYM
1929	Saint Lucia	COUNTRY_LCA_COUNTRY	LCA	COUNTRY	C17113	PRIMARY
1930	LIECHTENSTEIN	COUNTRY_LIE_COUNTRY	LIE	COUNTRY	C16794	SYNONYM
1931	Liechtenstein	COUNTRY_LIE_COUNTRY	LIE	COUNTRY	C16794	PRIMARY
1932	SRI LANKA	COUNTRY_LKA_COUNTRY	LKA	COUNTRY	C17163	SYNONYM
1933	Sri Lanka	COUNTRY_LKA_COUNTRY	LKA	COUNTRY	C17163	PRIMARY
1934	LESOTHO	COUNTRY_LSO_COUNTRY	LSO	COUNTRY	C16787	SYNONYM
1935	Lesotho	COUNTRY_LSO_COUNTRY	LSO	COUNTRY	C16787	PRIMARY
1936	LITHUANIA	COUNTRY_LTU_COUNTRY	LTU	COUNTRY	C16799	SYNONYM
1937	Lithuania	COUNTRY_LTU_COUNTRY	LTU	COUNTRY	C16799	PRIMARY
1938	LUXEMBOURG	COUNTRY_LUX_COUNTRY	LUX	COUNTRY	C16803	SYNONYM
1939	Luxembourg	COUNTRY_LUX_COUNTRY	LUX	COUNTRY	C16803	PRIMARY
1940	LATVIA	COUNTRY_LVA_COUNTRY	LVA	COUNTRY	C16783	SYNONYM
1941	Latvia	COUNTRY_LVA_COUNTRY	LVA	COUNTRY	C16783	PRIMARY
1942	MACAO	COUNTRY_MAC_COUNTRY	MAC	COUNTRY	C16807	SYNONYM
1943	Macau	COUNTRY_MAC_COUNTRY	MAC	COUNTRY	C16807	PRIMARY
1944	SAINT MARTIN (FRENCH PART)	COUNTRY_MAF_COUNTRY	MAF	COUNTRY	C83610	SYNONYM
1945	SAINT MARTIN, FRENCH	COUNTRY_MAF_COUNTRY	MAF	COUNTRY	C83610	SYNONYM
1946	Saint Martin (French Part)	COUNTRY_MAF_COUNTRY	MAF	COUNTRY	C83610	PRIMARY
1947	MOROCCO	COUNTRY_MAR_COUNTRY	MAR	COUNTRY	C16878	SYNONYM
1948	Morocco	COUNTRY_MAR_COUNTRY	MAR	COUNTRY	C16878	PRIMARY
1949	MONACO	COUNTRY_MCO_COUNTRY	MCO	COUNTRY	C16874	SYNONYM
1950	Monaco	COUNTRY_MCO_COUNTRY	MCO	COUNTRY	C16874	PRIMARY
1951	MOLDOVA, REPUBLIC OF	COUNTRY_MDA_COUNTRY	MDA	COUNTRY	C16871	SYNONYM
1952	Moldova, Republic of	COUNTRY_MDA_COUNTRY	MDA	COUNTRY	C16871	PRIMARY
1953	MADAGASCAR	COUNTRY_MDG_COUNTRY	MDG	COUNTRY	C16808	SYNONYM
1954	Madagascar	COUNTRY_MDG_COUNTRY	MDG	COUNTRY	C16808	PRIMARY
1955	MALDIVES	COUNTRY_MDV_COUNTRY	MDV	COUNTRY	C16815	SYNONYM
1956	Maldives	COUNTRY_MDV_COUNTRY	MDV	COUNTRY	C16815	PRIMARY
1957	MEXICO	COUNTRY_MEX_COUNTRY	MEX	COUNTRY	C16850	SYNONYM
1958	Mexico	COUNTRY_MEX_COUNTRY	MEX	COUNTRY	C16850	PRIMARY
1959	MARSHALL ISLANDS	COUNTRY_MHL_COUNTRY	MHL	COUNTRY	C16822	SYNONYM
1960	Marshall Islands	COUNTRY_MHL_COUNTRY	MHL	COUNTRY	C16822	PRIMARY
1961	MACEDONIA, THE FORMER YUGOSLAV REPUBLIC OF	COUNTRY_MKD_COUNTRY	MKD	COUNTRY	C17654	SYNONYM
1962	REPUBLIC OF MACEDONIA	COUNTRY_MKD_COUNTRY	MKD	COUNTRY	C17654	SYNONYM
1963	Macedonia, the Former Yugoslav Republic of	COUNTRY_MKD_COUNTRY	MKD	COUNTRY	C17654	PRIMARY
1964	MALI	COUNTRY_MLI_COUNTRY	MLI	COUNTRY	C16816	SYNONYM
1965	Mali	COUNTRY_MLI_COUNTRY	MLI	COUNTRY	C16816	PRIMARY
1966	MALTA	COUNTRY_MLT_COUNTRY	MLT	COUNTRY	C16817	SYNONYM
1967	Malta	COUNTRY_MLT_COUNTRY	MLT	COUNTRY	C16817	PRIMARY
1968	MYANMAR	COUNTRY_MMR_COUNTRY	MMR	COUNTRY	C16370	SYNONYM
1969	Myanmar	COUNTRY_MMR_COUNTRY	MMR	COUNTRY	C16370	PRIMARY
1970	MONTENEGRO	COUNTRY_MNE_COUNTRY	MNE	COUNTRY	C64378	SYNONYM
1971	Montenegro	COUNTRY_MNE_COUNTRY	MNE	COUNTRY	C64378	PRIMARY
1972	MONGOLIA	COUNTRY_MNG_COUNTRY	MNG	COUNTRY	C16875	SYNONYM
1973	Mongolia	COUNTRY_MNG_COUNTRY	MNG	COUNTRY	C16875	PRIMARY
1974	NORTHERN MARIANA ISLANDS	COUNTRY_MNP_COUNTRY	MNP	COUNTRY	C17882	SYNONYM
1975	Northern Mariana Islands	COUNTRY_MNP_COUNTRY	MNP	COUNTRY	C17882	PRIMARY
1976	MOZAMBIQUE	COUNTRY_MOZ_COUNTRY	MOZ	COUNTRY	C16882	SYNONYM
1977	Mozambique	COUNTRY_MOZ_COUNTRY	MOZ	COUNTRY	C16882	PRIMARY
1978	MAURITANIA	COUNTRY_MRT_COUNTRY	MRT	COUNTRY	C16826	SYNONYM
1979	Mauritania	COUNTRY_MRT_COUNTRY	MRT	COUNTRY	C16826	PRIMARY
1980	MONTSERRAT	COUNTRY_MSR_COUNTRY	MSR	COUNTRY	C16876	SYNONYM
1981	Montserrat	COUNTRY_MSR_COUNTRY	MSR	COUNTRY	C16876	PRIMARY
1982	MARTINIQUE	COUNTRY_MTQ_COUNTRY	MTQ	COUNTRY	C16823	SYNONYM
1983	Martinique	COUNTRY_MTQ_COUNTRY	MTQ	COUNTRY	C16823	PRIMARY
1984	MAURITIUS	COUNTRY_MUS_COUNTRY	MUS	COUNTRY	C16827	SYNONYM
1985	Mauritius	COUNTRY_MUS_COUNTRY	MUS	COUNTRY	C16827	PRIMARY
1986	MALAWI	COUNTRY_MWI_COUNTRY	MWI	COUNTRY	C16813	SYNONYM
1987	Malawi	COUNTRY_MWI_COUNTRY	MWI	COUNTRY	C16813	PRIMARY
1988	MALAYSIA	COUNTRY_MYS_COUNTRY	MYS	COUNTRY	C16814	SYNONYM
1989	Malaysia	COUNTRY_MYS_COUNTRY	MYS	COUNTRY	C16814	PRIMARY
1990	MAYOTTE	COUNTRY_MYT_COUNTRY	MYT	COUNTRY	C16828	SYNONYM
1991	Mayotte	COUNTRY_MYT_COUNTRY	MYT	COUNTRY	C16828	PRIMARY
1992	NAMIBIA	COUNTRY_NAM_COUNTRY	NAM	COUNTRY	C16891	SYNONYM
1993	Namibia	COUNTRY_NAM_COUNTRY	NAM	COUNTRY	C16891	PRIMARY
1994	NEW CALEDONIA	COUNTRY_NCL_COUNTRY	NCL	COUNTRY	C16913	SYNONYM
1995	New Caledonia	COUNTRY_NCL_COUNTRY	NCL	COUNTRY	C16913	PRIMARY
1996	NIGER	COUNTRY_NER_COUNTRY	NER	COUNTRY	C16916	SYNONYM
1997	Niger	COUNTRY_NER_COUNTRY	NER	COUNTRY	C16916	PRIMARY
1998	NORFOLK ISLAND	COUNTRY_NFK_COUNTRY	NFK	COUNTRY	C16919	SYNONYM
1999	Norfolk Island	COUNTRY_NFK_COUNTRY	NFK	COUNTRY	C16919	PRIMARY
2000	NIGERIA	COUNTRY_NGA_COUNTRY	NGA	COUNTRY	C16917	SYNONYM
2001	Nigeria	COUNTRY_NGA_COUNTRY	NGA	COUNTRY	C16917	PRIMARY
2002	NICARAGUA	COUNTRY_NIC_COUNTRY	NIC	COUNTRY	C16915	SYNONYM
2003	Nicaragua	COUNTRY_NIC_COUNTRY	NIC	COUNTRY	C16915	PRIMARY
2004	NIUE	COUNTRY_NIU_COUNTRY	NIU	COUNTRY	C16918	SYNONYM
2005	Niue	COUNTRY_NIU_COUNTRY	NIU	COUNTRY	C16918	PRIMARY
2006	NETHERLANDS	COUNTRY_NLD_COUNTRY	NLD	COUNTRY	C16903	SYNONYM
2007	Netherlands	COUNTRY_NLD_COUNTRY	NLD	COUNTRY	C16903	PRIMARY
2008	NORWAY	COUNTRY_NOR_COUNTRY	NOR	COUNTRY	C16920	SYNONYM
2009	Norway	COUNTRY_NOR_COUNTRY	NOR	COUNTRY	C16920	PRIMARY
2010	NEPAL	COUNTRY_NPL_COUNTRY	NPL	COUNTRY	C16901	SYNONYM
2011	Nepal	COUNTRY_NPL_COUNTRY	NPL	COUNTRY	C16901	PRIMARY
2012	NAURU	COUNTRY_NRU_COUNTRY	NRU	COUNTRY	C16896	SYNONYM
2013	Nauru	COUNTRY_NRU_COUNTRY	NRU	COUNTRY	C16896	PRIMARY
2014	NEW ZEALAND	COUNTRY_NZL_COUNTRY	NZL	COUNTRY	C16914	SYNONYM
2015	New Zealand	COUNTRY_NZL_COUNTRY	NZL	COUNTRY	C16914	PRIMARY
2016	OMAN	COUNTRY_OMN_COUNTRY	OMN	COUNTRY	C16933	SYNONYM
2017	Oman	COUNTRY_OMN_COUNTRY	OMN	COUNTRY	C16933	PRIMARY
2018	PAKISTAN	COUNTRY_PAK_COUNTRY	PAK	COUNTRY	C16949	SYNONYM
2019	Pakistan	COUNTRY_PAK_COUNTRY	PAK	COUNTRY	C16949	PRIMARY
2020	PANAMA	COUNTRY_PAN_COUNTRY	PAN	COUNTRY	C16951	SYNONYM
2021	Panama	COUNTRY_PAN_COUNTRY	PAN	COUNTRY	C16951	PRIMARY
2022	PITCAIRN	COUNTRY_PCN_COUNTRY	PCN	COUNTRY	C16993	SYNONYM
2023	Pitcairn	COUNTRY_PCN_COUNTRY	PCN	COUNTRY	C16993	PRIMARY
2024	PERU	COUNTRY_PER_COUNTRY	PER	COUNTRY	C16972	SYNONYM
2025	Peru	COUNTRY_PER_COUNTRY	PER	COUNTRY	C16972	PRIMARY
2026	PHILIPPINES	COUNTRY_PHL_COUNTRY	PHL	COUNTRY	C16978	SYNONYM
2027	Philippines	COUNTRY_PHL_COUNTRY	PHL	COUNTRY	C16978	PRIMARY
2028	PALAU	COUNTRY_PLW_COUNTRY	PLW	COUNTRY	C17733	SYNONYM
2029	Palau	COUNTRY_PLW_COUNTRY	PLW	COUNTRY	C17733	PRIMARY
2030	PAPUA NEW GUINEA	COUNTRY_PNG_COUNTRY	PNG	COUNTRY	C16952	SYNONYM
2031	Papua New Guinea	COUNTRY_PNG_COUNTRY	PNG	COUNTRY	C16952	PRIMARY
2032	POLAND	COUNTRY_POL_COUNTRY	POL	COUNTRY	C17002	SYNONYM
2033	Poland	COUNTRY_POL_COUNTRY	POL	COUNTRY	C17002	PRIMARY
2034	PUERTO RICO	COUNTRY_PRI_COUNTRY	PRI	COUNTRY	C17043	SYNONYM
2035	Puerto Rico	COUNTRY_PRI_COUNTRY	PRI	COUNTRY	C17043	PRIMARY
2036	KOREA, DEMOCRATIC PEOPLE'S REPUBLIC OF	COUNTRY_PRK_COUNTRY	PRK	COUNTRY	C16773	SYNONYM
2037	NORTH KOREA	COUNTRY_PRK_COUNTRY	PRK	COUNTRY	C16773	SYNONYM
2038	Korea, Democratic People's Republic of	COUNTRY_PRK_COUNTRY	PRK	COUNTRY	C16773	PRIMARY
2039	PORTUGAL	COUNTRY_PRT_COUNTRY	PRT	COUNTRY	C17006	SYNONYM
2040	Portugal	COUNTRY_PRT_COUNTRY	PRT	COUNTRY	C17006	PRIMARY
2041	PARAGUAY	COUNTRY_PRY_COUNTRY	PRY	COUNTRY	C16953	SYNONYM
2042	Paraguay	COUNTRY_PRY_COUNTRY	PRY	COUNTRY	C16953	PRIMARY
2043	PALESTINIAN TERRITORY, OCCUPIED	COUNTRY_PSE_COUNTRY	PSE	COUNTRY	C20110	SYNONYM
2044	Palestinian Territory, Occupied	COUNTRY_PSE_COUNTRY	PSE	COUNTRY	C20110	PRIMARY
2045	FRENCH POLYNESIA	COUNTRY_PYF_COUNTRY	PYF	COUNTRY	C16594	SYNONYM
2046	French Polynesia	COUNTRY_PYF_COUNTRY	PYF	COUNTRY	C16594	PRIMARY
2047	QATAR	COUNTRY_QAT_COUNTRY	QAT	COUNTRY	C17045	SYNONYM
2048	Qatar	COUNTRY_QAT_COUNTRY	QAT	COUNTRY	C17045	PRIMARY
2049	REUNION	COUNTRY_REU_COUNTRY	REU	COUNTRY	C17095	SYNONYM
2050	Reunion	COUNTRY_REU_COUNTRY	REU	COUNTRY	C17095	PRIMARY
2051	ROMANIA	COUNTRY_ROU_COUNTRY	ROU	COUNTRY	C17108	SYNONYM
2052	Romania	COUNTRY_ROU_COUNTRY	ROU	COUNTRY	C17108	PRIMARY
2053	RUSSIAN FEDERATION	COUNTRY_RUS_COUNTRY	RUS	COUNTRY	C17111	SYNONYM
2054	Russian Federation	COUNTRY_RUS_COUNTRY	RUS	COUNTRY	C17111	PRIMARY
2055	RWANDA	COUNTRY_RWA_COUNTRY	RWA	COUNTRY	C17112	SYNONYM
2056	Rwanda	COUNTRY_RWA_COUNTRY	RWA	COUNTRY	C17112	PRIMARY
2057	SAUDI ARABIA	COUNTRY_SAU_COUNTRY	SAU	COUNTRY	C17117	SYNONYM
2058	Saudi Arabia	COUNTRY_SAU_COUNTRY	SAU	COUNTRY	C17117	PRIMARY
2059	SUDAN	COUNTRY_SDN_COUNTRY	SDN	COUNTRY	C17170	SYNONYM
2060	Sudan	COUNTRY_SDN_COUNTRY	SDN	COUNTRY	C17170	PRIMARY
2061	SENEGAL	COUNTRY_SEN_COUNTRY	SEN	COUNTRY	C17121	SYNONYM
2062	Senegal	COUNTRY_SEN_COUNTRY	SEN	COUNTRY	C17121	PRIMARY
2063	SINGAPORE	COUNTRY_SGP_COUNTRY	SGP	COUNTRY	C17134	SYNONYM
2064	Singapore	COUNTRY_SGP_COUNTRY	SGP	COUNTRY	C17134	PRIMARY
2065	SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS	COUNTRY_SGS_COUNTRY	SGS	COUNTRY	C20111	SYNONYM
2066	South Georgia and the South Sandwich Islands	COUNTRY_SGS_COUNTRY	SGS	COUNTRY	C20111	PRIMARY
2067	SAINT HELENA	COUNTRY_SHN_COUNTRY	SHN	COUNTRY	C17164	SYNONYM
2068	SAINT HELENA, ASCENSION AND TRISTAN DA CUNHA	COUNTRY_SHN_COUNTRY	SHN	COUNTRY	C17164	SYNONYM
2069	Saint Helena, Ascension and Tristan da Cunha	COUNTRY_SHN_COUNTRY	SHN	COUNTRY	C17164	PRIMARY
2070	SVALBARD AND JAN MAYEN	COUNTRY_SJM_COUNTRY	SJM	COUNTRY	C17178	SYNONYM
2071	Svalbard and Jan Mayen	COUNTRY_SJM_COUNTRY	SJM	COUNTRY	C17178	PRIMARY
2072	SOLOMON ISLANDS	COUNTRY_SLB_COUNTRY	SLB	COUNTRY	C17148	SYNONYM
2073	Solomon Islands	COUNTRY_SLB_COUNTRY	SLB	COUNTRY	C17148	PRIMARY
2074	SIERRA LEONE	COUNTRY_SLE_COUNTRY	SLE	COUNTRY	C17130	SYNONYM
2075	Sierra Leone	COUNTRY_SLE_COUNTRY	SLE	COUNTRY	C17130	PRIMARY
2076	EL SALVADOR	COUNTRY_SLV_COUNTRY	SLV	COUNTRY	C16532	SYNONYM
2077	El Salvador	COUNTRY_SLV_COUNTRY	SLV	COUNTRY	C16532	PRIMARY
2078	SAN MARINO	COUNTRY_SMR_COUNTRY	SMR	COUNTRY	C17115	SYNONYM
2079	San Marino	COUNTRY_SMR_COUNTRY	SMR	COUNTRY	C17115	PRIMARY
2080	SOMALIA	COUNTRY_SOM_COUNTRY	SOM	COUNTRY	C17149	SYNONYM
2081	Somalia	COUNTRY_SOM_COUNTRY	SOM	COUNTRY	C17149	PRIMARY
2082	SAINT PIERRE AND MIQUELON	COUNTRY_SPM_COUNTRY	SPM	COUNTRY	C17165	SYNONYM
2083	Saint Pierre and Miquelon	COUNTRY_SPM_COUNTRY	SPM	COUNTRY	C17165	PRIMARY
2084	SERBIA	COUNTRY_SRB_COUNTRY	SRB	COUNTRY	C64377	SYNONYM
2085	Serbia	COUNTRY_SRB_COUNTRY	SRB	COUNTRY	C64377	PRIMARY
2086	SOUTH SUDAN	COUNTRY_SSD_COUNTRY	SSD	COUNTRY	C97351	SYNONYM
2087	South Sudan	COUNTRY_SSD_COUNTRY	SSD	COUNTRY	C97351	PRIMARY
2088	SAO TOME AND PRINCIPE	COUNTRY_STP_COUNTRY	STP	COUNTRY	C17116	SYNONYM
2089	Sao Tome and Principe	COUNTRY_STP_COUNTRY	STP	COUNTRY	C17116	PRIMARY
2090	SURINAME	COUNTRY_SUR_COUNTRY	SUR	COUNTRY	C17175	SYNONYM
2091	Suriname	COUNTRY_SUR_COUNTRY	SUR	COUNTRY	C17175	PRIMARY
2092	SLOVAKIA	COUNTRY_SVK_COUNTRY	SVK	COUNTRY	C17669	SYNONYM
2093	Slovakia	COUNTRY_SVK_COUNTRY	SVK	COUNTRY	C17669	PRIMARY
2094	SLOVENIA	COUNTRY_SVN_COUNTRY	SVN	COUNTRY	C17138	SYNONYM
2095	Slovenia	COUNTRY_SVN_COUNTRY	SVN	COUNTRY	C17138	PRIMARY
2096	SWEDEN	COUNTRY_SWE_COUNTRY	SWE	COUNTRY	C17180	SYNONYM
2097	Sweden	COUNTRY_SWE_COUNTRY	SWE	COUNTRY	C17180	PRIMARY
2098	SWAZILAND	COUNTRY_SWZ_COUNTRY	SWZ	COUNTRY	C17179	SYNONYM
2099	Swaziland	COUNTRY_SWZ_COUNTRY	SWZ	COUNTRY	C17179	PRIMARY
2100	SINT MAARTEN (DUTCH PART)	COUNTRY_SXM_COUNTRY	SXM	COUNTRY	C101226	SYNONYM
2101	SINT MAARTEN (DUTCH)	COUNTRY_SXM_COUNTRY	SXM	COUNTRY	C101226	SYNONYM
2102	Sint Maarten (Dutch Part)	COUNTRY_SXM_COUNTRY	SXM	COUNTRY	C101226	PRIMARY
2103	SEYCHELLES	COUNTRY_SYC_COUNTRY	SYC	COUNTRY	C17129	SYNONYM
2104	Seychelles	COUNTRY_SYC_COUNTRY	SYC	COUNTRY	C17129	PRIMARY
2105	SYRIAN ARAB REPUBLIC	COUNTRY_SYR_COUNTRY	SYR	COUNTRY	C17182	SYNONYM
2106	Syrian Arab Republic	COUNTRY_SYR_COUNTRY	SYR	COUNTRY	C17182	PRIMARY
2107	TURKS AND CAICOS ISLANDS	COUNTRY_TCA_COUNTRY	TCA	COUNTRY	C17224	SYNONYM
2108	Turks and Caicos Islands	COUNTRY_TCA_COUNTRY	TCA	COUNTRY	C17224	PRIMARY
2109	CHAD	COUNTRY_TCD_COUNTRY	TCD	COUNTRY	C16412	SYNONYM
2110	Chad	COUNTRY_TCD_COUNTRY	TCD	COUNTRY	C16412	PRIMARY
2111	TOGO	COUNTRY_TGO_COUNTRY	TGO	COUNTRY	C17202	SYNONYM
2112	Togo	COUNTRY_TGO_COUNTRY	TGO	COUNTRY	C17202	PRIMARY
2113	THAILAND	COUNTRY_THA_COUNTRY	THA	COUNTRY	C17192	SYNONYM
2114	Thailand	COUNTRY_THA_COUNTRY	THA	COUNTRY	C17192	PRIMARY
2115	TAJIKISTAN	COUNTRY_TJK_COUNTRY	TJK	COUNTRY	C17183	SYNONYM
2116	Tajikistan	COUNTRY_TJK_COUNTRY	TJK	COUNTRY	C17183	PRIMARY
2117	TOKELAU	COUNTRY_TKL_COUNTRY	TKL	COUNTRY	C17704	SYNONYM
2118	Tokelau	COUNTRY_TKL_COUNTRY	TKL	COUNTRY	C17704	PRIMARY
2119	TURKMENISTAN	COUNTRY_TKM_COUNTRY	TKM	COUNTRY	C17223	SYNONYM
2120	Turkmenistan	COUNTRY_TKM_COUNTRY	TKM	COUNTRY	C17223	PRIMARY
2121	TIMOR-LESTE	COUNTRY_TLS_COUNTRY	TLS	COUNTRY	C17200	SYNONYM
2122	Timor-Leste	COUNTRY_TLS_COUNTRY	TLS	COUNTRY	C17200	PRIMARY
2123	TONGA	COUNTRY_TON_COUNTRY	TON	COUNTRY	C17205	SYNONYM
2124	Tonga	COUNTRY_TON_COUNTRY	TON	COUNTRY	C17205	PRIMARY
2125	TRINIDAD AND TOBAGO	COUNTRY_TTO_COUNTRY	TTO	COUNTRY	C17217	SYNONYM
2126	Trinidad and Tobago	COUNTRY_TTO_COUNTRY	TTO	COUNTRY	C17217	PRIMARY
2127	TUNISIA	COUNTRY_TUN_COUNTRY	TUN	COUNTRY	C17221	SYNONYM
2128	Tunisia	COUNTRY_TUN_COUNTRY	TUN	COUNTRY	C17221	PRIMARY
2129	TURKEY	COUNTRY_TUR_COUNTRY	TUR	COUNTRY	C17222	SYNONYM
2130	Turkey	COUNTRY_TUR_COUNTRY	TUR	COUNTRY	C17222	PRIMARY
2131	TUVALU	COUNTRY_TUV_COUNTRY	TUV	COUNTRY	C17225	SYNONYM
2132	Tuvalu	COUNTRY_TUV_COUNTRY	TUV	COUNTRY	C17225	PRIMARY
2133	TAIWAN	COUNTRY_TWN_COUNTRY	TWN	COUNTRY	C17184	SYNONYM
2134	Taiwan	COUNTRY_TWN_COUNTRY	TWN	COUNTRY	C17184	PRIMARY
2135	TANZANIA, UNITED REPUBLIC OF	COUNTRY_TZA_COUNTRY	TZA	COUNTRY	C17185	SYNONYM
2136	Tanzania, United Republic of	COUNTRY_TZA_COUNTRY	TZA	COUNTRY	C17185	PRIMARY
2137	UGANDA	COUNTRY_UGA_COUNTRY	UGA	COUNTRY	C17228	SYNONYM
2138	Uganda	COUNTRY_UGA_COUNTRY	UGA	COUNTRY	C17228	PRIMARY
2139	UKRAINE	COUNTRY_UKR_COUNTRY	UKR	COUNTRY	C17229	SYNONYM
2140	Ukraine	COUNTRY_UKR_COUNTRY	UKR	COUNTRY	C17229	PRIMARY
2141	UNITED STATES MINOR OUTLYING ISLANDS	COUNTRY_UMI_COUNTRY	UMI	COUNTRY	C20112	SYNONYM
2142	United States Minor Outlying Islands	COUNTRY_UMI_COUNTRY	UMI	COUNTRY	C20112	PRIMARY
2143	URUGUAY	COUNTRY_URY_COUNTRY	URY	COUNTRY	C17244	SYNONYM
2144	Uruguay	COUNTRY_URY_COUNTRY	URY	COUNTRY	C17244	PRIMARY
2145	UNITED STATES	COUNTRY_USA_COUNTRY	USA	COUNTRY	C17234	SYNONYM
2146	United States	COUNTRY_USA_COUNTRY	USA	COUNTRY	C17234	PRIMARY
2147	UZBEKISTAN	COUNTRY_UZB_COUNTRY	UZB	COUNTRY	C17246	SYNONYM
2148	Uzbekistan	COUNTRY_UZB_COUNTRY	UZB	COUNTRY	C17246	PRIMARY
2149	VATICAN CITY STATE	COUNTRY_VAT_COUNTRY	VAT	COUNTRY	C17249	SYNONYM
2150	Holy See (Vatican City State)	COUNTRY_VAT_COUNTRY	VAT	COUNTRY	C17249	PRIMARY
2151	SAINT VINCENT AND THE GRENADINES	COUNTRY_VCT_COUNTRY	VCT	COUNTRY	C17114	SYNONYM
2152	Saint Vincent and the Grenadines	COUNTRY_VCT_COUNTRY	VCT	COUNTRY	C17114	PRIMARY
2153	VENEZUELA	COUNTRY_VEN_COUNTRY	VEN	COUNTRY	C17250	SYNONYM
2154	VENEZUELA, BOLIVARIAN REPUBLIC OF	COUNTRY_VEN_COUNTRY	VEN	COUNTRY	C17250	SYNONYM
2155	Venezuela, Bolivarian Republic of	COUNTRY_VEN_COUNTRY	VEN	COUNTRY	C17250	PRIMARY
