INTERNAL_CODE	KEYWORD	LABEL	TERM_ID	KEYWORD_TYPE	SYNONYM_DAT	IS_A	IS_PART_OF
1639	Thyroid with parathyroids	ANATOMY	MA:0000129	SYNONYM	BROAD [VX]	MA:0002563-MA:0000589	
1640	Thyroid (with parathyroids)	ANATOMY	MA:0000129	SYNONYM	BROAD [VX]	MA:0002563-MA:0000589	
1641	Thyroids+Paras/BW	ANATOMY	MA:0000129	SYNONYM	BROAD [VX]	MA:0002563-MA:0000589	
1642	Thyroid glands	ANATOMY	MA:0000129	SYNONYM	EXACT [VX]	MA:0002563-MA:0000589	
1643	Thyroid galnd	ANATOMY	MA:0000129	SYNONYM	EXACT [VX]	MA:0002563-MA:0000589	
1644	Thyroid Glands	ANATOMY	MA:0000129	SYNONYM	EXACT [VX]	MA:0002563-MA:0000589	
1645	Thyroid glands relative	ANATOMY	MA:0000129	SYNONYM	NARROW [VX]	MA:0002563-MA:0000589	
1646	Thyriod and parathyroid glands	ANATOMY	MA:0000129	SYNONYM	RELATED [VX]	MA:0002563-MA:0000589	
1647	Thyroid gland	ANATOMY	MA:0000129	SYNONYM	EXACT [VX]	MA:0002563-MA:0000589	
1648	Thyroid (Right)	ANATOMY	MA:0000129	SYNONYM	EXACT [VX]	MA:0002563-MA:0000589	
1649	Thyroid/Parathyr	ANATOMY	MA:0000129	SYNONYM	RELATED [VX]	MA:0002563-MA:0000589	
1650	ENDOCRINE SYSTEM ; Thyroid gld (ty)	ANATOMY	MA:0000129	SYNONYM	EXACT [VX]	MA:0002563-MA:0000589	
1651	Thyroid (Left)	ANATOMY	MA:0000129	SYNONYM	EXACT [VX]	MA:0002563-MA:0000589	
1652	THYROIDS/PARA.	ANATOMY	MA:0000129	SYNONYM	RELATED [VX]	MA:0002563-MA:0000589	
1653	Thyroid (Ty)	ANATOMY	MA:0000129	SYNONYM	EXACT [VX]	MA:0002563-MA:0000589	
1654	Thyroid glands	ANATOMY	MA:0000129	SYNONYM	EXACT [VX]	MA:0002563-MA:0000589	
1655	THYROID/PARATHYR	ANATOMY	MA:0000129	SYNONYM	RELATED [VX]	MA:0002563-MA:0000589	
1656	Thyroid (Ty)	ANATOMY	MA:0000129	SYNONYM	EXACT [VX]	MA:0002563-MA:0000589	
1657	Thyroid right	ANATOMY	MA:0000129	SYNONYM	NARROW [VX]	MA:0002563-MA:0000589	
1658	Thyroid glands/body	ANATOMY	MA:0000129	SYNONYM	RELATED [VX]	MA:0002563-MA:0000589	
1659	Thyroid left	ANATOMY	MA:0000129	SYNONYM	NARROW [VX]	MA:0002563-MA:0000589	
1660	Thyroid and parathyroid glands weight	ANATOMY	MA:0000129	SYNONYM	RELATED [VX]	MA:0002563-MA:0000589	
1661	Right Thyroid	ANATOMY	MA:0000129	SYNONYM	NARROW [VX]	MA:0002563-MA:0000589	
1662	THYROID GLAND/BODY WT RATIO	ANATOMY	MA:0000129	SYNONYM	RELATED [VX]	MA:0002563-MA:0000589	
1663	Left Thyroid	ANATOMY	MA:0000129	SYNONYM	NARROW [VX]	MA:0002563-MA:0000589	
1664	Thyroid (with parathyroids) total	ANATOMY	MA:0000129	SYNONYM	RELATED [VX]	MA:0002563-MA:0000589	
1665	Thyroids, right	ANATOMY	MA:0000129	SYNONYM	NARROW [VX]	MA:0002563-MA:0000589	
1666	Thyroid/ Parathyr	ANATOMY	MA:0000129	SYNONYM	RELATED [VX]	MA:0002563-MA:0000589	
1667	Thyroids, left	ANATOMY	MA:0000129	SYNONYM	NARROW [VX]	MA:0002563-MA:0000589	
1668	Right thyroids (R.THY)	ANATOMY	MA:0000129	SYNONYM	NARROW [VX]	MA:0002563-MA:0000589	
1669	Thyroid right	ANATOMY	MA:0000129	SYNONYM	NARROW [VX]	MA:0002563-MA:0000589	
1670	Left thyroids (L.THY)	ANATOMY	MA:0000129	SYNONYM	NARROW [VX]	MA:0002563-MA:0000589	
1671	Thyroid l	ANATOMY	MA:0000129	SYNONYM	NARROW [VX]	MA:0002563-MA:0000589	
1672	Thyroid (with parathyroids) left	ANATOMY	MA:0000129	SYNONYM	NARROW [VX]	MA:0002563-MA:0000589	
1673	Thyroid bilateral	ANATOMY	MA:0000129	SYNONYM	EXACT [VX]	MA:0002563-MA:0000589	
1674	Thyroid (with parathyroids) right	ANATOMY	MA:0000129	SYNONYM	NARROW [VX]	MA:0002563-MA:0000589	
1675	Thyroid left	ANATOMY	MA:0000129	SYNONYM	NARROW [VX]	MA:0002563-MA:0000589	
1676	Thyroid(s)	ANATOMY	MA:0000129	SYNONYM	EXACT [VX]	MA:0002563-MA:0000589	
1677	Thyroid gland relative	ANATOMY	MA:0000129	SYNONYM	EXACT [VX]	MA:0002563-MA:0000589	
1678	Thyroid and Parathyroids	ANATOMY	MA:0000129	SYNONYM	BROAD [VX]	MA:0002563-MA:0000589	
1679	Thiroid	ANATOMY	MA:0000129	SYNONYM	RELATED [VX]	MA:0002563-MA:0000589	
1680	Thyroid+Parathyroids	ANATOMY	MA:0000129	SYNONYM	BROAD [VX]	MA:0002563-MA:0000589	
1681	Thyroid and parathyroid	ANATOMY	MA:0000129	SYNONYM	BROAD [VX]	MA:0002563-MA:0000589	
1682	Thyroid .	ANATOMY	MA:0000129	SYNONYM	EXACT [VX]	MA:0002563-MA:0000589	
1683	Thyroid (with parathyroids)	ANATOMY	MA:0000129	SYNONYM	BROAD [VX]	MA:0002563-MA:0000589	
1684	Thyroid and parathyroids	ANATOMY	MA:0000129	SYNONYM	BROAD [VX]	MA:0002563-MA:0000589	
1685	Thyroid/Parathyroid	ANATOMY	MA:0000129	SYNONYM	BROAD [VX]	MA:0002563-MA:0000589	
1686	Thyroid/ Parathyroid	ANATOMY	MA:0000129	SYNONYM	BROAD [VX]	MA:0002563-MA:0000589	
1687	C-cell of thyroid	ANATOMY	MA:0000129	SYNONYM	NARROW [VX]	MA:0002563-MA:0000589	
1688	Thyroid (Right)	ANATOMY	MA:0000129	SYNONYM	EXACT [VX]	MA:0002563-MA:0000589	
1689	Thyroid gland (with parathyroids)	ANATOMY	MA:0000129	SYNONYM	BROAD [VX]	MA:0002563-MA:0000589	
1690	Thyroids+Paras	ANATOMY	MA:0000129	SYNONYM	BROAD [VX]	MA:0002563-MA:0000589	
1691	Thyroid/Parathyroid	ANATOMY	MA:0000129	SYNONYM	BROAD [VX]	MA:0002563-MA:0000589	
1692	Thyroid (Left)	ANATOMY	MA:0000129	SYNONYM	EXACT [VX]	MA:0002563-MA:0000589	
1693	Thyroid Gland	ANATOMY	MA:0000129	SYNONYM	EXACT [VX]	MA:0002563-MA:0000589	
1694	THYROID GLAND/S	ANATOMY	MA:0000129	SYNONYM	EXACT [VX]	MA:0002563-MA:0000589	
1695	Thyroid	ANATOMY	MA:0000129	SYNONYM	EXACT [VX]	MA:0002563-MA:0000589	
1696	Thyrois	ANATOMY	MA:0000129	SYNONYM	RELATED [VX]	MA:0002563-MA:0000589	
1697	Thyroids	ANATOMY	MA:0000129	SYNONYM	EXACT [VX]	MA:0002563-MA:0000589	
1698	Thyoid	ANATOMY	MA:0000129	SYNONYM	RELATED [VX]	MA:0002563-MA:0000589	
1699	Thyroid 2	ANATOMY	MA:0000129	SYNONYM	RELATED [VX]	MA:0002563-MA:0000589	
1700	Thyroids relative	ANATOMY	MA:0000129	SYNONYM	RELATED [VX]	MA:0002563-MA:0000589	
1701	THYROID GLD.	ANATOMY	MA:0000129	SYNONYM	EXACT [VX]	MA:0002563-MA:0000589	
1702	Thyroid gland (Thyrds)	ANATOMY	MA:0000129	SYNONYM	EXACT [VX]	MA:0002563-MA:0000589	
1703	Thyroids/parathyroids unadjusted	ANATOMY	MA:0000129	SYNONYM	NARROW [VX]	MA:0002563-MA:0000589	
1704	Thyroid/parathyroids	ANATOMY	MA:0000129	SYNONYM	BROAD [VX]	MA:0002563-MA:0000589	
1705	Thyroids+paras	ANATOMY	MA:0000129	SYNONYM	BROAD [VX]	MA:0002563-MA:0000589	
1706	Thyroid, right	ANATOMY	MA:0000129	SYNONYM	NARROW [VX]	MA:0002563-MA:0000589	
1707	Thyroid (L)	ANATOMY	MA:0000129	SYNONYM	NARROW [VX]	MA:0002563-MA:0000589	
1708	Thyroid, bilateral	ANATOMY	MA:0000129	SYNONYM	EXACT [VX]	MA:0002563-MA:0000589	
1709	Thyroid  relative	ANATOMY	MA:0000129	SYNONYM	RELATED [VX]	MA:0002563-MA:0000589	
1710	Thyroid (R)	ANATOMY	MA:0000129	SYNONYM	NARROW [VX]	MA:0002563-MA:0000589	
1711	Thyroids with	ANATOMY	MA:0000129	SYNONYM	EXACT [VX]	MA:0002563-MA:0000589	
1712	Thyroid and parathyroids	ANATOMY	MA:0000129	SYNONYM	BROAD [VX]	MA:0002563-MA:0000589	
1713	Thyroid relative	ANATOMY	MA:0000129	SYNONYM	RELATED [VX]	MA:0002563-MA:0000589	
1714	Thyroid and para thyroid glands	ANATOMY	MA:0000129	SYNONYM	BROAD [VX]	MA:0002563-MA:0000589	
1715	Thy/parathyrioids	ANATOMY	MA:0000129	SYNONYM	RELATED [VX]	MA:0002563-MA:0000589	
1716	ENDOCRINE SYSTEM ; Thyroid gld. (ty)	ANATOMY	MA:0000129	SYNONYM	EXACT [VX]	MA:0002563-MA:0000589	
1717	Thyroids, paras	ANATOMY	MA:0000129	SYNONYM	BROAD [VX]	MA:0002563-MA:0000589	
1718	ENDOCRINE SYSTEM ; Thyroid gld. (ty)	ANATOMY	MA:0000129	SYNONYM	EXACT [VX]	MA:0002563-MA:0000589	
1719	Thyroids (2x)	ANATOMY	MA:0000129	SYNONYM	RELATED [VX]	MA:0002563-MA:0000589	
1720	Thyroid gld. (ty)	ANATOMY	MA:0000129	SYNONYM	RELATED [VX]	MA:0002563-MA:0000589	
1721	Schilddruese	ANATOMY	MA:0000129	SYNONYM	EXACT [VX]	MA:0002563-MA:0000589	
1722	THYROID GLANDS (TY)	ANATOMY	MA:0000129	SYNONYM	EXACT [VX]	MA:0002563-MA:0000589	
1723	Thyroid gland adjusted	ANATOMY	MA:0000129	SYNONYM	RELATED [VX]	MA:0002563-MA:0000589	
1724	Thyroid body	ANATOMY	MA:0000129	SYNONYM	RELATED [VX]	MA:0002563-MA:0000589	
1725	Thyroid gland(s)	ANATOMY	MA:0000129	SYNONYM	EXACT [VX]	MA:0002563-MA:0000589	
1726	Thyroid (left lobe)	ANATOMY	MA:0000129	SYNONYM	NARROW [VX]	MA:0002563-MA:0000589	
1727	Thyroid (right lobe)	ANATOMY	MA:0000129	SYNONYM	NARROW [VX]	MA:0002563-MA:0000589	
1728	Thyroid body	ANATOMY	MA:0000129	SYNONYM	RELATED [VX]	MA:0002563-MA:0000589	
1729	Thyroids/Para.	ANATOMY	MA:0000129	SYNONYM	RELATED [VX]	MA:0002563-MA:0000589	
1730	Thyroid 1	ANATOMY	MA:0000129	SYNONYM	RELATED [VX]	MA:0002563-MA:0000589	
1731	Thyroid glands (Thyr Gl)	ANATOMY	MA:0000129	SYNONYM	EXACT [VX]	MA:0002563-MA:0000589	
1732	Thyroids (l&r)	ANATOMY	MA:0000129	SYNONYM	EXACT [VX]	MA:0002563-MA:0000589	
1733	Thyroid, unilateral	ANATOMY	MA:0000129	SYNONYM	NARROW [VX]	MA:0002563-MA:0000589	
1734	Thyroid gld. (ty)	ANATOMY	MA:0000129	SYNONYM	EXACT [VX]	MA:0002563-MA:0000589	
1735	Thyroids (ty)	ANATOMY	MA:0000129	SYNONYM	EXACT [VX]	MA:0002563-MA:0000589	
1736	Endocrine system; thyroid gld	ANATOMY	MA:0000129	SYNONYM	EXACT [VX]	MA:0002563-MA:0000589	
1737	Thyroid gland/Parath	ANATOMY	MA:0000129	SYNONYM	BROAD [VX]	MA:0002563-MA:0000589	
1738	Endocrine system; thyroid gld	ANATOMY	MA:0000129	SYNONYM	EXACT [VX]	MA:0002563-MA:0000589	
1739	Endocrine gland; thyroid	ANATOMY	MA:0000129	SYNONYM	EXACT [VX]	MA:0002563-MA:0000589	
1740	Thyroids (THDB)	ANATOMY	MA:0000129	SYNONYM	EXACT [VX]	MA:0002563-MA:0000589	
1741	Thyroids (l&r)	ANATOMY	MA:0000129	SYNONYM	EXACT [VX]	MA:0002563-MA:0000589	
1742	Endocrine system; thyroid gland/s	ANATOMY	MA:0000129	SYNONYM	EXACT [VX]	MA:0002563-MA:0000589	
1743	Thyroid/brain	ANATOMY	MA:0000129	SYNONYM	RELATED [VX]	MA:0002563-MA:0000589	
1744	ENDOCRINE SYSTEM ; Thyroid glands	ANATOMY	MA:0000129	SYNONYM	EXACT [VX]	MA:0002563-MA:0000589	
1745	Thyroids (THDT)	ANATOMY	MA:0000129	SYNONYM	EXACT [VX]	MA:0002563-MA:0000589	
1746	Thyroid (THD)	ANATOMY	MA:0000129	SYNONYM	EXACT [VX]	MA:0002563-MA:0000589	
1747	Thyroidgland	ANATOMY	MA:0000129	SYNONYM	RELATED [VX]	MA:0002563-MA:0000589	
1748	Thyroid (THYR)	ANATOMY	MA:0000129	SYNONYM	EXACT [VX]	MA:0002563-MA:0000589	
1749	TY:THYROID GLD.	ANATOMY	MA:0000129	SYNONYM	EXACT [VX]	MA:0002563-MA:0000589	
1750	ENDOCRINE SYSTEM ; Thyroid glands	ANATOMY	MA:0000129	SYNONYM	EXACT [VX]	MA:0002563-MA:0000589	
1751	Thyroids (TH)	ANATOMY	MA:0000129	SYNONYM	EXACT [VX]	MA:0002563-MA:0000589	
1752	Thyroids (l&r)	ANATOMY	MA:0000129	SYNONYM	EXACT [VX]	MA:0002563-MA:0000589	
1753	THYROID GLD. (TY)	ANATOMY	MA:0000129	SYNONYM	EXACT [VX]	MA:0002563-MA:0000589	
1754	THYROID GLD	ANATOMY	MA:0000129	SYNONYM	EXACT [VX]	MA:0002563-MA:0000589	
1755	Thyroid+parathyroids	ANATOMY	MA:0000129	SYNONYM	BROAD [VX]	MA:0002563-MA:0000589	
1756	Adj. THYRO	ANATOMY	MA:0000129	SYNONYM	RELATED [VX]	MA:0002563-MA:0000589	
1757	Thyroid glands (with parathyroids)	ANATOMY	MA:0000129	SYNONYM	RELATED [VX]	MA:0002563-MA:0000589	
1758	THYROID GLAND	ANATOMY	MA:0000129	SYNONYM	EXACT [VX]	MA:0002563-MA:0000589	
1759	Thyroid gland (with parathyroids)	ANATOMY	MA:0000129	SYNONYM	BROAD [VX]	MA:0002563-MA:0000589	
1760	Left thyroid	ANATOMY	MA:0000129	SYNONYM	NARROW [VX]	MA:0002563-MA:0000589	
1761	Right thyroid	ANATOMY	MA:0000129	SYNONYM	NARROW [VX]	MA:0002563-MA:0000589	
1762	thyroglossal duct	ANATOMY	MA:0000130	NAME			part_of MA:0000129
1763	DUCT, THYROGLOSSAL	ANATOMY	MA:0000130	SYNONYM	EXACT [SEND:C49783]		part_of MA:0000129
1764	Cyst: ultimobranchia1	ANATOMY	MA:0000130	SYNONYM	RELATED [VX]		part_of MA:0000129
1765	thyroid gland lobe	ANATOMY	MA:0000131	NAME			part_of MA:0000129
1766	Thyroid lobes (with parathyroids)	ANATOMY	MA:0000131	SYNONYM	RELATED [VX]		part_of MA:0000129
1767	Thyroid lobes	ANATOMY	MA:0000131	SYNONYM	RELATED [VX]		part_of MA:0000129
1768	Thyroid lobes with parathyroids	ANATOMY	MA:0000131	SYNONYM	RELATED [VX]		part_of MA:0000129
1769	Thyroid gland (2 lobes)	ANATOMY	MA:0000131	SYNONYM	EXACT [VX]		part_of MA:0000129
1770	Thyroid gland (2 lobes)	ANATOMY	MA:0000131	SYNONYM	EXACT [VX]		part_of MA:0000129
1771	thyroid gland medulla	ANATOMY	MA:0000132	NAME			part_of MA:0000129
1772	cerebral hemisphere	ANATOMY	MA:0000133	NAME			part_of MA:0000183
1773	Brain cerebrum	ANATOMY	MA:0000133	SYNONYM	RELATED [VX]		part_of MA:0000183
1774	Brain cerebrum	ANATOMY	MA:0000133	SYNONYM	RELATED [VX]		part_of MA:0000183
1775	bone marrow	ANATOMY	MA:0000134	NAME			part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1776	Bone marrow ¿ femur	ANATOMY	MA:0000134	SYNONYM	NARROW [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1777	Hematopoietic system, marrow section (ba)	ANATOMY	MA:0000134	SYNONYM	EXACT [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1778	Femur-bone marrow	ANATOMY	MA:0000134	SYNONYM	NARROW [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1779	Sternum (+ bone marrow)	ANATOMY	MA:0000134	SYNONYM	NARROW [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1780	Bone marrow - femur	ANATOMY	MA:0000134	SYNONYM	NARROW [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1781	Bone marrow/cylinder	ANATOMY	MA:0000134	SYNONYM	RELATED [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1782	Marrow¿sternum	ANATOMY	MA:0000134	SYNONYM	RELATED [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1783	Bone marrow (knee joint)	ANATOMY	MA:0000134	SYNONYM	NARROW [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1784	Marrow_sternum	ANATOMY	MA:0000134	SYNONYM	RELATED [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1785	Sternum (with marrow)	ANATOMY	MA:0000134	SYNONYM	RELATED [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1786	Marrow sternum	ANATOMY	MA:0000134	SYNONYM	RELATED [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1787	Bone marrow (knee joint)	ANATOMY	MA:0000134	SYNONYM	NARROW [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1788	Bone marrow, rib	ANATOMY	MA:0000134	SYNONYM	NARROW [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1789	Bone marrow/perls' stain	ANATOMY	MA:0000134	SYNONYM	EXACT [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1790	Marrow smears (from femoral)	ANATOMY	MA:0000134	SYNONYM	NARROW [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1791	BONE MARROW, FEMUR	ANATOMY	MA:0000134	SYNONYM	NARROW [SEND:C77686]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1792	BONE MARROW SMEAR	ANATOMY	MA:0000134	SYNONYM	RELATED [SEND:C77609]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1793	BONE MARROW, STERNUM	ANATOMY	MA:0000134	SYNONYM	NARROW [SEND:C77690]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1794	BONE MARROW	ANATOMY	MA:0000134	SYNONYM	EXACT [SEND:C12431]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1795	Bone marrow  (smears)	ANATOMY	MA:0000134	SYNONYM	EXACT [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1796	Marrow,sternum	ANATOMY	MA:0000134	SYNONYM	RELATED [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1797	Marrow,sternum	ANATOMY	MA:0000134	SYNONYM	RELATED [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1798	Femoral bone marrow smear	ANATOMY	MA:0000134	SYNONYM	NARROW [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1799	Bone marrow, femoro-tibial joint	ANATOMY	MA:0000134	SYNONYM	NARROW [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1800	Bone and marrow-stertnum	ANATOMY	MA:0000134	SYNONYM	RELATED [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1801	Costal and femoral marrow	ANATOMY	MA:0000134	SYNONYM	NARROW [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1802	BONE MARROW, STERNUM	ANATOMY	MA:0000134	SYNONYM	NARROW [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1803	Hematopoietic system, marrow section (ba)	ANATOMY	MA:0000134	SYNONYM	EXACT [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1804	Marrow and joint	ANATOMY	MA:0000134	SYNONYM	BROAD [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1805	Bone marrow:  femur	ANATOMY	MA:0000134	SYNONYM	NARROW [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1806	Marrow -femur	ANATOMY	MA:0000134	SYNONYM	EXACT [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1807	Bone marrow (tibia)	ANATOMY	MA:0000134	SYNONYM	NARROW [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1808	BONE MARROW-FEMUR	ANATOMY	MA:0000134	SYNONYM	NARROW [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1809	B0ne marrow	ANATOMY	MA:0000134	SYNONYM	EXACT [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1810	Bone marrow-femur	ANATOMY	MA:0000134	SYNONYM	NARROW [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1811	Bone marrow-femur (myelogram)	ANATOMY	MA:0000134	SYNONYM	EXACT [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1812	BONE MARROW	ANATOMY	MA:0000134	SYNONYM	EXACT [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1813	Bone marrow (rib)	ANATOMY	MA:0000134	SYNONYM	NARROW [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1814	Sternum including bone marrow	ANATOMY	MA:0000134	SYNONYM	RELATED [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1815	Bone marrow; femur	ANATOMY	MA:0000134	SYNONYM	NARROW [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1816	Marrow, femur (fm)	ANATOMY	MA:0000134	SYNONYM	NARROW [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1817	Bone marrow; femur	ANATOMY	MA:0000134	SYNONYM	NARROW [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1818	Ster/ bone marrow	ANATOMY	MA:0000134	SYNONYM	NARROW [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1819	Bone marrow (smear)	ANATOMY	MA:0000134	SYNONYM	RELATED [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1820	Bone marrow ¿ femur	ANATOMY	MA:0000134	SYNONYM	NARROW [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1821	Marrow, Femur	ANATOMY	MA:0000134	SYNONYM	NARROW [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1822	Marrow, Sternum	ANATOMY	MA:0000134	SYNONYM	NARROW [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1823	Marrow, Femur	ANATOMY	MA:0000134	SYNONYM	NARROW [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1824	Sternum, bone marrow	ANATOMY	MA:0000134	SYNONYM	NARROW [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1825	Bone   marrow(sternal)	ANATOMY	MA:0000134	SYNONYM	NARROW [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1826	Marrow, sternum (SE)	ANATOMY	MA:0000134	SYNONYM	NARROW [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1827	Bone marrow,  sternum/femur	ANATOMY	MA:0000134	SYNONYM	NARROW [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1828	Marrow, femur (FM)	ANATOMY	MA:0000134	SYNONYM	NARROW [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1829	Bone marrow (left iliac crest)	ANATOMY	MA:0000134	SYNONYM	NARROW [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1830	Bone marrow smear (sternum)	ANATOMY	MA:0000134	SYNONYM	NARROW [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1831	Femur & marrow	ANATOMY	MA:0000134	SYNONYM	NARROW [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1832	Bone Marrow: Femur	ANATOMY	MA:0000134	SYNONYM	RELATED [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1833	Femoral marrow	ANATOMY	MA:0000134	SYNONYM	NARROW [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1834	Bone Marrow:Femur	ANATOMY	MA:0000134	SYNONYM	RELATED [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1835	Bone Marrow: Sternum	ANATOMY	MA:0000134	SYNONYM	RELATED [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1836	Bona marrow/sternum	ANATOMY	MA:0000134	SYNONYM	NARROW [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1837	Sternum+marrow	ANATOMY	MA:0000134	SYNONYM	NARROW [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1838	Bone marrow/sternum	ANATOMY	MA:0000134	SYNONYM	NARROW [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1839	Sternum, with marrow	ANATOMY	MA:0000134	SYNONYM	RELATED [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1840	Marrow, sternum	ANATOMY	MA:0000134	SYNONYM	NARROW [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1841	Bone and harrow - rib	ANATOMY	MA:0000134	SYNONYM	RELATED [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1842	Bone marrow cylinder	ANATOMY	MA:0000134	SYNONYM	RELATED [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1843	Bone Marrow:Sternum	ANATOMY	MA:0000134	SYNONYM	NARROW [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
1844	Bone, sternum (w/marrow)	ANATOMY	MA:0000134	SYNONYM	NARROW [VX]		part_of MA:0001459-part_of MA:0002711-part_of MA:0002783-part_of MA:0002434
